drug	protein	y
CHEMBL1978271	P34947	11.5
CHEMBL1978271	P35968	11.7
CHEMBL1978271	P36507	11.7
CHEMBL1978271	P36888	11.6
CHEMBL1978271	P45983	11.4
CHEMBL1978271	P45984	12.6
CHEMBL1978271	P48729	11.5
CHEMBL1978271	P49336	12.7
CHEMBL1978271	P49760	11.5
CHEMBL1978271	P49841	11.5
CHEMBL1978271	P50750	11.9
CHEMBL1978271	P51812	11.5
CHEMBL1978271	P52333	11.4
CHEMBL1978271	Q00535	11.6
CHEMBL1978271	Q02750	11.6
CHEMBL1978271	Q04759	11.7
CHEMBL1978271	Q04771	11.5
CHEMBL1978271	Q04912	11.5
CHEMBL1978271	Q05397	11.4
CHEMBL1978271	Q06187	11.3
CHEMBL1978271	Q07912	11.5
CHEMBL1978271	Q13131	11.6
CHEMBL1978271	Q13627	11.8
CHEMBL1978271	Q16288	11.6
CHEMBL1978271	Q16513	13.4
CHEMBL1978271	Q16539	12.6
CHEMBL1978271	Q16620	11.5
CHEMBL1978271	Q8IU85	11.7
CHEMBL1978271	Q9HAZ1	11.9
CHEMBL1978271	Q9UHD2	11.6
CHEMBL1978271	Q9UM73	11.3
CHEMBL1978271	Q9UQM7	11.2
CHEMBL1979773	O14965	11.9
CHEMBL1979773	O43293	11.4
CHEMBL1979773	O60674	11.7
CHEMBL1979773	O95819	11.4
CHEMBL1979773	O96013	11.9
CHEMBL1979773	P00519	11.5
CHEMBL1979773	P04629	11.6
CHEMBL1979773	P06239	11.3
CHEMBL1979773	P06241	11.3
CHEMBL1979773	P07333	11.7
CHEMBL1979773	P07949	11.9
CHEMBL1979773	P08069	11.7
CHEMBL1979773	P08581	11.7
CHEMBL1979773	P11309	11.3
CHEMBL1979773	P11362	11.5
CHEMBL1979773	P16234	12.2
CHEMBL1979773	P17612	12
CHEMBL1979773	P17948	11.5
CHEMBL1979773	P27448	11.4
CHEMBL1979773	P34947	11.5
CHEMBL1979773	P35968	11.7
CHEMBL1979773	P36507	11.5
CHEMBL1979773	P36888	11.6
CHEMBL1979773	P45983	11.4
CHEMBL1979773	P45984	11.5
CHEMBL1979773	P48729	11.5
CHEMBL1979773	P49336	11.8
CHEMBL1979773	P49760	11.5
CHEMBL1979773	P49841	11.5
CHEMBL1979773	P50613	11.5
CHEMBL1979773	P50750	11.9
CHEMBL1979773	P51812	11.5
CHEMBL1979773	P52333	11.4
CHEMBL1979773	Q00535	11.6
CHEMBL1979773	Q02750	11.6
CHEMBL1979773	Q04759	11.7
CHEMBL1979773	Q04771	11.5
CHEMBL1979773	Q04912	11.5
CHEMBL1979773	Q05397	11.3
CHEMBL1979773	Q06187	11.3
CHEMBL1979773	Q07912	11.5
CHEMBL1979773	Q13131	11.6
CHEMBL1979773	Q13627	11.8
CHEMBL1979773	Q16288	11.6
CHEMBL1979773	Q16513	11.4
CHEMBL1979773	Q16539	12.2
CHEMBL1979773	Q16620	11.5
CHEMBL1979773	Q8IU85	11.7
CHEMBL1979773	Q96GD4	12.2
CHEMBL1979773	Q9HAZ1	14.4002
CHEMBL1979773	Q9UHD2	11.6
CHEMBL1979773	Q9UM73	11.3
CHEMBL1979773	Q9UQM7	11.2
CHEMBL1980671	O14965	10.3
CHEMBL1980671	O43293	10.9
CHEMBL1980671	O95819	10.9
CHEMBL1980671	O96013	10.3
CHEMBL1980671	P00519	11.8
CHEMBL1980671	P06239	11.5
CHEMBL1980671	P07333	11.7
CHEMBL1980671	P07949	11.7
CHEMBL1980671	P08581	11.5
CHEMBL1980671	P11309	10.3
CHEMBL1980671	P11362	10.7
CHEMBL1980671	P16234	10.5
CHEMBL1980671	P17612	10.4
CHEMBL1980671	P17948	11.1
CHEMBL1980671	P35968	12.1
CHEMBL1980671	P36507	10.5
CHEMBL1980671	P45983	11.4
CHEMBL1980671	P45984	10.6
CHEMBL1980671	P48729	11.2
CHEMBL1980671	P49841	11.4
CHEMBL1980671	P50613	10.6
CHEMBL1980671	P50750	11.5
CHEMBL1980671	P51812	10.7
CHEMBL1980671	Q00535	12
CHEMBL1980671	Q02750	10.6
CHEMBL1980671	Q04759	10.1
CHEMBL1980671	Q04771	12.4
CHEMBL1980671	Q04912	10.6
CHEMBL1980671	Q05397	10.9
CHEMBL1980671	Q06187	10.4
CHEMBL1980671	Q07912	11.9
CHEMBL1980671	Q13464	11.2
CHEMBL1980671	Q13627	10.2
CHEMBL1980671	Q8IU85	10.1
CHEMBL1980671	Q9HAZ1	12.8
CHEMBL1980671	Q9UM73	11.1
CHEMBL1980671	Q9UQM7	10.5
CHEMBL1981133	O14965	11.9
CHEMBL1981133	O43293	12.3
CHEMBL1981133	O60674	11.7
CHEMBL1981133	O95819	11.4
CHEMBL1981133	P00519	11.5
CHEMBL1981133	P04629	11.6
CHEMBL1981133	P06239	11.3
CHEMBL1981133	P06241	11.3
CHEMBL1981133	P07333	11.7
CHEMBL1981133	P07949	11.6
CHEMBL1981133	P08069	11.7
CHEMBL1981133	P10721	11.5
CHEMBL1981133	P11309	12.4
CHEMBL1981133	P11362	11.5
CHEMBL1981133	P16234	11.7
CHEMBL1981133	P17612	12
CHEMBL1981133	P17948	12.5
CHEMBL1981133	P34947	11.5
CHEMBL1981133	P35968	12
CHEMBL1981133	P36507	11.5
CHEMBL1981133	P36888	11.6
CHEMBL1981133	P45983	11.4
CHEMBL1981133	P45984	11.5
CHEMBL1981133	P48729	11.5
CHEMBL1981133	P49336	12.6
CHEMBL1981133	P49760	14.7003
CHEMBL1981133	P49841	12.9
CHEMBL1981133	P50750	12.8
CHEMBL1981133	P51812	12.9
CHEMBL1981133	P52333	11.4
CHEMBL1981133	Q00535	13.2
CHEMBL1981133	Q02750	11.6
CHEMBL1981133	Q04759	14.6003
CHEMBL1981133	Q04771	11.5
CHEMBL1981133	Q04912	11.9
CHEMBL1981133	Q05397	14.799
CHEMBL1981133	Q06187	11.3
CHEMBL1981133	Q07912	11.5
CHEMBL1981133	Q13131	11.9
CHEMBL1981133	Q13627	14.6003
CHEMBL1981133	Q16288	11.6
CHEMBL1981133	Q16513	13.6
CHEMBL1981133	Q16539	11.5
CHEMBL1981133	Q16620	11.5
CHEMBL1981133	Q8IU85	11.7
CHEMBL1981133	Q9HAZ1	15.1
CHEMBL1981133	Q9UHD2	11.6
CHEMBL1981133	Q9UM73	11.3
CHEMBL1981133	Q9UQM7	12.5
CHEMBL1981492	O14965	10.3
CHEMBL1981492	O43293	10.4
CHEMBL1981492	O60674	10.2
CHEMBL1981492	O95819	11
CHEMBL1981492	P00519	10.1
CHEMBL1981492	P07333	10.2
CHEMBL1981492	P07949	10.3
CHEMBL1981492	P08581	10.2
CHEMBL1981492	P16234	10.2
CHEMBL1981492	P17612	11.1
CHEMBL1981492	P34947	10.5
CHEMBL1981492	P35968	10.7
CHEMBL1981492	P45983	11.2
CHEMBL1981492	P45984	10.6
CHEMBL1981492	P48729	11.3
CHEMBL1981492	P49336	10.8
CHEMBL1981492	P49760	10.3
CHEMBL1981492	P50613	10.3
CHEMBL1981492	P50750	10.5
CHEMBL1981492	P51812	10.3
CHEMBL1981492	Q00535	10.5
CHEMBL1981492	Q02750	10.6
CHEMBL1981492	Q04759	10.1
CHEMBL1981492	Q04771	10.4
CHEMBL1981492	Q05397	10.2
CHEMBL1981492	Q13464	10.5
CHEMBL1981492	Q13627	10.5
CHEMBL1981492	Q16288	10.3
CHEMBL1981492	Q8IU85	10.1
CHEMBL1981492	Q96GD4	10.9
CHEMBL1981492	Q9HAZ1	11.5
CHEMBL1981492	Q9UM73	10.7
CHEMBL1981744	O14965	11.9
CHEMBL1981744	O43293	11.4
CHEMBL1981744	O60674	11.7
CHEMBL1981744	O95819	11.4
CHEMBL1981744	O96013	11.4
CHEMBL1981744	P00519	11.5
CHEMBL1981744	P04629	11.7
CHEMBL1981744	P06239	11.3
CHEMBL1981744	P06241	11.3
CHEMBL1981744	P07333	11.7
CHEMBL1981744	P07949	11.8
CHEMBL1981744	P08069	11.7
CHEMBL1981744	P08581	11.7
CHEMBL1981744	P11309	11.4
CHEMBL1981744	P11362	11.5
CHEMBL1981744	P16234	11.7
CHEMBL1981744	P17612	12
CHEMBL1981744	P17948	11.5
CHEMBL1981744	P34947	11.5
CHEMBL1981744	P35968	11.7
CHEMBL1981744	P36507	11.5
CHEMBL1981744	P36888	11.6
CHEMBL1981744	P45983	11.4
CHEMBL1981744	P45984	11.5
CHEMBL1981744	P48729	11.5
CHEMBL1981744	P49336	11.5
CHEMBL1981744	P49760	11.5
CHEMBL1981744	P49841	14.2002
CHEMBL1981744	P50613	11.5
CHEMBL1981744	P50750	11.9
CHEMBL1981744	P51812	11.5
CHEMBL1981744	P52333	11.5
CHEMBL1981744	Q00535	11.6
CHEMBL1981744	Q02750	11.6
CHEMBL1981744	Q04759	11.7
CHEMBL1981744	Q04771	12.1
CHEMBL1981744	Q04912	11.5
CHEMBL1981744	Q05397	11.3
CHEMBL1981744	Q06187	11.3
CHEMBL1981744	Q07912	11.5
CHEMBL1981744	Q13131	11.6
CHEMBL1981744	Q13464	11.5
CHEMBL1981744	Q13627	11.8
CHEMBL1981744	Q16288	11.6
CHEMBL1981744	Q16539	11.5
CHEMBL1981744	Q16620	11.5
CHEMBL1981744	Q8IU85	11.7
CHEMBL1981744	Q96GD4	11.5
CHEMBL1981744	Q9HAZ1	12
CHEMBL1981744	Q9UHD2	11.6
CHEMBL1981744	Q9UM73	11.3
CHEMBL1981744	Q9UQM7	11.2
CHEMBL1981792	O14965	11.9
CHEMBL1981792	O43293	11.4
CHEMBL1981792	O60674	11.7
CHEMBL1981792	O95819	11.4
CHEMBL1981792	O96013	11.4
CHEMBL1981792	P00519	11.5
CHEMBL1981792	P04629	11.8
CHEMBL1981792	P06239	11.3
CHEMBL1981792	P06241	11.3
CHEMBL1981792	P07333	11.7
CHEMBL1981792	P07949	12.1
CHEMBL1981792	P08069	11.7
CHEMBL1981792	P08581	11.9
CHEMBL1981792	P11309	11.3
CHEMBL1981792	P11362	11.6
CHEMBL1981792	P16234	11.7
CHEMBL1981792	P17612	12
CHEMBL1981792	P17948	11.5
CHEMBL1981792	P34947	11.5
CHEMBL1981792	P35968	11.7
CHEMBL1981792	P36507	11.5
CHEMBL1981792	P36888	12
CHEMBL1981792	P45983	11.7
CHEMBL1981792	P45984	11.8
CHEMBL1981792	P48729	11.5
CHEMBL1981792	P49336	13.1
CHEMBL1981792	P49760	11.5
CHEMBL1981792	P49841	13.7
CHEMBL1981792	P50613	11.5
CHEMBL1981792	P50750	11.9
CHEMBL1981792	P51812	11.6
CHEMBL1981792	P52333	11.5
CHEMBL1981792	Q00535	11.6
CHEMBL1981792	Q02750	11.9
CHEMBL1981792	Q04759	11.7
CHEMBL1981792	Q04771	11.6
CHEMBL1981792	Q04912	11.5
CHEMBL1981792	Q05397	11.3
CHEMBL1981792	Q06187	11.3
CHEMBL1981792	Q07912	11.5
CHEMBL1981792	Q13131	11.6
CHEMBL1981792	Q13464	11.5
CHEMBL1981792	Q13627	11.8
CHEMBL1981792	Q16288	11.6
CHEMBL1981792	Q16539	11.5
CHEMBL1981792	Q16620	11.5
CHEMBL1981792	Q8IU85	11.7
CHEMBL1981792	Q96GD4	11.5
CHEMBL1981792	Q9HAZ1	11.7
CHEMBL1981792	Q9UHD2	11.6
CHEMBL1981792	Q9UM73	11.3
CHEMBL1981792	Q9UQM7	11.2
CHEMBL1983070	O14965	11.9
CHEMBL1983070	O43293	11.4
CHEMBL1983070	O60674	11.7
CHEMBL1983070	O95819	11.4
CHEMBL1983070	O96013	12.4
CHEMBL1983070	P00519	11.5
CHEMBL1983070	P04629	11.6
CHEMBL1983070	P06239	11.3
CHEMBL1983070	P06241	11.3
CHEMBL1983070	P07333	11.7
CHEMBL1983070	P07949	13.3
CHEMBL1983070	P08069	11.7
CHEMBL1983070	P11309	11.3
CHEMBL1983070	P11362	11.5
CHEMBL1983070	P16234	11.7
CHEMBL1983070	P17612	12
CHEMBL1983070	P17948	11.5
CHEMBL1983070	P34947	11.5
CHEMBL1983070	P35968	11.7
CHEMBL1983070	P36507	11.5
CHEMBL1983070	P36888	11.6
CHEMBL1983070	P45983	11.4
CHEMBL1983070	P45984	11.5
CHEMBL1983070	P48729	11.5
CHEMBL1983070	P49336	11.5
CHEMBL1983070	P49760	11.5
CHEMBL1983070	P49841	11.5
CHEMBL1983070	P50750	11.9
CHEMBL1983070	P51812	11.5
CHEMBL1983070	P52333	11.4
CHEMBL1983070	Q02750	11.6
CHEMBL1983070	Q04912	11.5
CHEMBL1983070	Q05397	11.3
CHEMBL1983070	Q06187	11.3
CHEMBL1983070	Q13131	11.6
CHEMBL1983070	Q13627	11.8
CHEMBL1983070	Q16288	11.6
CHEMBL1983070	Q16513	11.4
CHEMBL1983070	Q16539	11.5
CHEMBL1983070	Q8IU85	11.7
CHEMBL1983070	Q9HAZ1	11.7
CHEMBL1983070	Q9UHD2	11.6
CHEMBL1983070	Q9UM73	11.3
CHEMBL1983070	Q9UQM7	11.2
CHEMBL1983573	O14965	10.6
CHEMBL1983573	O43293	11
CHEMBL1983573	O60674	10.3
CHEMBL1983573	P00519	10.5
CHEMBL1983573	P04629	11.3
CHEMBL1983573	P06241	11.1
CHEMBL1983573	P07333	11.3
CHEMBL1983573	P07949	10.4
CHEMBL1983573	P08581	11.8
CHEMBL1983573	P11362	11.2
CHEMBL1983573	P17612	10.4
CHEMBL1983573	P35968	10.7
CHEMBL1983573	P36888	10.6
CHEMBL1983573	P45983	10.9
CHEMBL1983573	P49841	11
CHEMBL1983573	P50750	11.5
CHEMBL1983573	P51812	10.1
CHEMBL1983573	P53667	10.2
CHEMBL1983573	Q02750	11
CHEMBL1983573	Q04759	10.1
CHEMBL1983573	Q13627	10.2
CHEMBL1983573	Q16288	11.1
CHEMBL1983573	Q16539	11
CHEMBL1983573	Q8IU85	10.1
CHEMBL1983573	Q9UM73	10.3
CHEMBL1984402	O14965	10.3
CHEMBL1984402	P07333	10.2
CHEMBL1984402	P11362	10.3
CHEMBL1984402	P17612	10.4
CHEMBL1984402	P17948	10.1
CHEMBL1984402	P35968	10.8
CHEMBL1984402	P48729	10.4
CHEMBL1984402	P49336	10.6
CHEMBL1984402	P49841	12
CHEMBL1984402	P50750	10.3
CHEMBL1984402	Q00535	11.6
CHEMBL1984402	Q04759	10.4
CHEMBL1984402	Q13627	10.2
CHEMBL1984402	Q8IU85	10.1
CHEMBL1984402	Q9HAZ1	11.2
CHEMBL1984847	O14965	11.9
CHEMBL1984847	O43293	11.4
CHEMBL1984847	O60674	11.7
CHEMBL1984847	O95819	11.4
CHEMBL1984847	O96013	11.4
CHEMBL1984847	P00519	11.5
CHEMBL1984847	P04629	11.6
CHEMBL1984847	P06239	11.3
CHEMBL1984847	P06241	11.3
CHEMBL1984847	P07333	11.7
CHEMBL1984847	P07949	13.8001
CHEMBL1984847	P08069	11.7
CHEMBL1984847	P11309	11.3
CHEMBL1984847	P11362	11.5
CHEMBL1984847	P16234	11.7
CHEMBL1984847	P17612	12
CHEMBL1984847	P17948	11.5
CHEMBL1984847	P27448	11.4
CHEMBL1984847	P34947	11.5
CHEMBL1984847	P35968	11.7
CHEMBL1984847	P36507	11.5
CHEMBL1984847	P36888	11.6
CHEMBL1984847	P45983	11.4
CHEMBL1984847	P45984	11.5
CHEMBL1984847	P48729	11.5
CHEMBL1984847	P49336	11.5
CHEMBL1984847	P49760	11.5
CHEMBL1984847	P49841	11.5
CHEMBL1984847	P50750	11.9
CHEMBL1984847	P51812	11.5
CHEMBL1984847	P52333	11.4
CHEMBL1984847	Q02750	11.6
CHEMBL1984847	Q04912	11.5
CHEMBL1984847	Q05397	11.3
CHEMBL1984847	Q06187	11.3
CHEMBL1984847	Q13131	11.6
CHEMBL1984847	Q13627	11.8
CHEMBL1984847	Q16288	11.6
CHEMBL1984847	Q16513	11.4
CHEMBL1984847	Q16539	11.5
CHEMBL1984847	Q8IU85	11.7
CHEMBL1984847	Q9HAZ1	11.7
CHEMBL1984847	Q9UHD2	11.6
CHEMBL1984847	Q9UM73	11.3
CHEMBL1984847	Q9UQM7	11.2
CHEMBL1985042	O14965	10.4
CHEMBL1985042	O43293	10.3
CHEMBL1985042	P16234	10.1
CHEMBL1985042	P34947	10.4
CHEMBL1985042	P48729	10.5
CHEMBL1985042	P49336	10.5
CHEMBL1985042	P50750	10.5
CHEMBL1985042	P51955	10.4
CHEMBL1985042	P53667	11
CHEMBL1985042	Q00535	10.4
CHEMBL1985042	Q04771	10.2
CHEMBL1985042	Q13131	10.2
CHEMBL1985042	Q13627	10.8
CHEMBL1985042	Q9HAZ1	11.1
CHEMBL1985042	Q9UHD2	10.4
CHEMBL1986684	O14965	10.4
CHEMBL1986684	P07333	11.5
CHEMBL1986684	P07949	10.2
CHEMBL1986684	P17612	10.4
CHEMBL1986684	P35968	10.1
CHEMBL1986684	P48729	11.2
CHEMBL1986684	P49336	11.8
CHEMBL1986684	P49760	10.4
CHEMBL1986684	P50750	10.3
CHEMBL1986684	Q00535	12.3
CHEMBL1986684	Q04759	10.1
CHEMBL1986684	Q04771	10.9
CHEMBL1986684	Q13627	10.2
CHEMBL1986684	Q8IU85	10.1
CHEMBL1986684	Q9HAZ1	12.1
CHEMBL1986756	O14965	11.9
CHEMBL1986756	O43293	11.4
CHEMBL1986756	O60674	11.7
CHEMBL1986756	O95819	11.4
CHEMBL1986756	O96013	11.4
CHEMBL1986756	P00519	11.5
CHEMBL1986756	P04629	11.6
CHEMBL1986756	P06239	11.3
CHEMBL1986756	P06241	11.3
CHEMBL1986756	P07333	11.7
CHEMBL1986756	P07949	11.6
CHEMBL1986756	P08069	11.7
CHEMBL1986756	P08581	11.7
CHEMBL1986756	P11309	11.3
CHEMBL1986756	P11362	11.5
CHEMBL1986756	P16234	11.7
CHEMBL1986756	P17612	12
CHEMBL1986756	P17948	11.5
CHEMBL1986756	P34947	11.5
CHEMBL1986756	P35968	11.7
CHEMBL1986756	P36507	11.5
CHEMBL1986756	P36888	11.6
CHEMBL1986756	P45983	11.4
CHEMBL1986756	P45984	11.5
CHEMBL1986756	P48729	11.5
CHEMBL1986756	P49336	11.5
CHEMBL1986756	P49760	11.5
CHEMBL1986756	P49841	13.6
CHEMBL1986756	P50613	11.5
CHEMBL1986756	P50750	11.9
CHEMBL1986756	P51812	11.5
CHEMBL1986756	P52333	11.4
CHEMBL1986756	Q00535	11.6
CHEMBL1986756	Q02750	11.6
CHEMBL1986756	Q04759	11.7
CHEMBL1986756	Q04771	13
CHEMBL1986756	Q04912	12.5
CHEMBL1986756	Q05397	11.3
CHEMBL1986756	Q06187	11.3
CHEMBL1986756	Q07912	11.5
CHEMBL1986756	Q13131	11.6
CHEMBL1986756	Q13464	11.5
CHEMBL1986756	Q13627	11.8
CHEMBL1986756	Q16288	11.6
CHEMBL1986756	Q16539	11.5
CHEMBL1986756	Q16620	11.5
CHEMBL1986756	Q8IU85	11.7
CHEMBL1986756	Q96GD4	11.5
CHEMBL1986756	Q9HAZ1	13.3
CHEMBL1986756	Q9UHD2	11.6
CHEMBL1986756	Q9UM73	11.3
CHEMBL1986756	Q9UQM7	11.2
CHEMBL1986851	O14965	13.1
CHEMBL1986851	O15530	12.6
CHEMBL1986851	O43293	11.6
CHEMBL1986851	P06239	14.2002
CHEMBL1986851	P07949	15.1
CHEMBL1986851	P11362	13.7
CHEMBL1986851	P16234	13.7
CHEMBL1986851	P24941	11.6
CHEMBL1986851	P35968	15.1
CHEMBL1986851	P36888	12.2
CHEMBL1986851	P43405	12
CHEMBL1986851	P48729	11.5
CHEMBL1986851	P49760	11.5
CHEMBL1986851	P49841	11.5
CHEMBL1986851	P51812	12.2
CHEMBL1986851	Q13131	11.6
CHEMBL1986851	Q13188	13.1
CHEMBL1986851	Q9H2X6	12.7
CHEMBL1986851	Q9UM73	12.1
CHEMBL1987815	O14965	10.3
CHEMBL1987815	O60674	10.2
CHEMBL1987815	P04629	10.1
CHEMBL1987815	P07333	10.1
CHEMBL1987815	P07949	10.4
CHEMBL1987815	P11309	10.3
CHEMBL1987815	P11362	10.3
CHEMBL1987815	P17612	10.4
CHEMBL1987815	P35968	10.3
CHEMBL1987815	P36507	11.1
CHEMBL1987815	P36888	10.6
CHEMBL1987815	P45983	11.2
CHEMBL1987815	P45984	10.5
CHEMBL1987815	P48729	11.4
CHEMBL1987815	P49841	10.5
CHEMBL1987815	P50750	10.3
CHEMBL1987815	Q00535	10.4
CHEMBL1987815	Q02750	11.5
CHEMBL1987815	Q04759	10.5
CHEMBL1987815	Q13131	10.1
CHEMBL1987815	Q13627	10.2
CHEMBL1987815	Q16288	10.3
CHEMBL1987815	Q16539	10.1
CHEMBL1987815	Q8IU85	10.4
CHEMBL1987815	Q9HAZ1	11.5
CHEMBL1987815	Q9UM73	10.2
CHEMBL1987815	Q9UQM7	10.1
CHEMBL1988622	O14965	10.3
CHEMBL1988622	O95819	11.2
CHEMBL1988622	P07333	10.1
CHEMBL1988622	P17612	11.4
CHEMBL1988622	P35968	10.1
CHEMBL1988622	P49336	11
CHEMBL1988622	P50750	10.3
CHEMBL1988622	Q04759	10.1
CHEMBL1988622	Q13627	10.2
CHEMBL1988622	Q16539	10.1
CHEMBL1988622	Q8IU85	10.1
CHEMBL1988622	Q9HAZ1	11.5
CHEMBL1990590	O14965	11.9
CHEMBL1990590	O43293	11.4
CHEMBL1990590	O60674	11.7
CHEMBL1990590	O95819	11.4
CHEMBL1990590	O96013	11.9
CHEMBL1990590	P00519	11.5
CHEMBL1990590	P04629	11.6
CHEMBL1990590	P06239	11.3
CHEMBL1990590	P06241	11.3
CHEMBL1990590	P07333	11.7
CHEMBL1990590	P07949	11.6
CHEMBL1990590	P08069	11.7
CHEMBL1990590	P11309	11.3
CHEMBL1990590	P11362	11.5
CHEMBL1990590	P16234	11.7
CHEMBL1990590	P17612	12
CHEMBL1990590	P17948	11.5
CHEMBL1990590	P27448	11.4
CHEMBL1990590	P34947	11.5
CHEMBL1990590	P35968	11.7
CHEMBL1990590	P36507	11.5
CHEMBL1990590	P36888	11.6
CHEMBL1990590	P45983	11.4
CHEMBL1990590	P45984	11.5
CHEMBL1990590	P48729	11.5
CHEMBL1990590	P49336	11.5
CHEMBL1990590	P49760	11.5
CHEMBL1990590	P49841	11.5
CHEMBL1990590	P50750	11.9
CHEMBL1990590	P51812	11.5
CHEMBL1990590	P52333	11.4
CHEMBL1990590	Q02750	11.6
CHEMBL1990590	Q04912	11.5
CHEMBL1990590	Q05397	11.3
CHEMBL1990590	Q06187	11.3
CHEMBL1990590	Q13131	11.6
CHEMBL1990590	Q13627	11.8
CHEMBL1990590	Q16288	11.6
CHEMBL1990590	Q16513	11.4
CHEMBL1990590	Q16539	11.5
CHEMBL1990590	Q8IU85	11.7
CHEMBL1990590	Q9HAZ1	11.7
CHEMBL1990590	Q9UHD2	11.6
CHEMBL1990590	Q9UM73	11.3
CHEMBL1990590	Q9UQM7	11.2
CHEMBL1991867	O14965	10.7
CHEMBL1991867	O43293	10.6
CHEMBL1991867	O95819	10.4
CHEMBL1991867	P04629	10.7
CHEMBL1991867	P06213	10.4
CHEMBL1991867	P07333	10.3
CHEMBL1991867	P11309	10.3
CHEMBL1991867	P11362	10.3
CHEMBL1991867	P16234	10.4
CHEMBL1991867	P17612	10.6
CHEMBL1991867	P31749	10.2
CHEMBL1991867	P31751	10.2
CHEMBL1991867	P34947	10.7
CHEMBL1991867	P35968	10.1
CHEMBL1991867	P45983	10.3
CHEMBL1991867	P48729	10.8
CHEMBL1991867	P49336	10.9
CHEMBL1991867	P49760	10.5
CHEMBL1991867	P50613	10.5
CHEMBL1991867	P50750	11
CHEMBL1991867	P51955	10.8
CHEMBL1991867	P53350	10.2
CHEMBL1991867	P53667	11
CHEMBL1991867	Q00535	11.2
CHEMBL1991867	Q04759	10.2
CHEMBL1991867	Q04771	11.3
CHEMBL1991867	Q07912	10.2
CHEMBL1991867	Q13131	10.5
CHEMBL1991867	Q13464	10.5
CHEMBL1991867	Q13627	11.3
CHEMBL1991867	Q16288	10.2
CHEMBL1991867	Q8IU85	10.1
CHEMBL1991867	Q96GD4	10.4
CHEMBL1991867	Q9H4B4	10.2
CHEMBL1991867	Q9HAZ1	11.4
CHEMBL1991867	Q9UQM7	10.3
CHEMBL1992073	O14965	12
CHEMBL1992073	O43293	12.2
CHEMBL1992073	O60674	15.9996
CHEMBL1992073	O75116	14
CHEMBL1992073	O95819	11.4
CHEMBL1992073	O96013	11.7
CHEMBL1992073	P04629	11.6
CHEMBL1992073	P06239	11.5
CHEMBL1992073	P06241	11.3
CHEMBL1992073	P07333	11.9
CHEMBL1992073	P07949	12.4
CHEMBL1992073	P08069	11.7
CHEMBL1992073	P08581	11.7
CHEMBL1992073	P10721	11.3
CHEMBL1992073	P11309	11.3
CHEMBL1992073	P11362	12
CHEMBL1992073	P16234	11.7
CHEMBL1992073	P17612	12.8
CHEMBL1992073	P17948	11.5
CHEMBL1992073	P27448	12.9
CHEMBL1992073	P34947	12.5
CHEMBL1992073	P35968	12.1
CHEMBL1992073	P36507	11.5
CHEMBL1992073	P36888	11.6
CHEMBL1992073	P45983	11.4
CHEMBL1992073	P45984	11.5
CHEMBL1992073	P48729	11.5
CHEMBL1992073	P49336	11.6
CHEMBL1992073	P49760	11.5
CHEMBL1992073	P49841	11.5
CHEMBL1992073	P50613	11.5
CHEMBL1992073	P50750	11.9
CHEMBL1992073	P51812	11.6
CHEMBL1992073	P52333	14.5001
CHEMBL1992073	P53779	11.6
CHEMBL1992073	Q00535	11.6
CHEMBL1992073	Q02750	11.6
CHEMBL1992073	Q04759	12.8
CHEMBL1992073	Q04771	11.5
CHEMBL1992073	Q04912	11.8
CHEMBL1992073	Q05397	11.3
CHEMBL1992073	Q06187	11.3
CHEMBL1992073	Q07912	11.9
CHEMBL1992073	Q13131	11.8
CHEMBL1992073	Q13464	13.6
CHEMBL1992073	Q13627	11.8
CHEMBL1992073	Q16288	11.6
CHEMBL1992073	Q16539	11.5
CHEMBL1992073	Q16620	11.5
CHEMBL1992073	Q8IU85	12.4
CHEMBL1992073	Q9HAZ1	11.9
CHEMBL1992073	Q9UHD2	11.6
CHEMBL1992073	Q9UM73	12.1
CHEMBL1992073	Q9UQM7	11.7
CHEMBL1992125	O14965	11.9
CHEMBL1992125	O43293	11.7
CHEMBL1992125	O60674	11.7
CHEMBL1992125	O95819	12
CHEMBL1992125	O96013	12.3
CHEMBL1992125	P00519	11.8
CHEMBL1992125	P04629	12.2
CHEMBL1992125	P06239	11.4
CHEMBL1992125	P06241	11.4
CHEMBL1992125	P07333	11.8
CHEMBL1992125	P07949	11.9
CHEMBL1992125	P08581	11.7
CHEMBL1992125	P11309	11.7
CHEMBL1992125	P11362	11.5
CHEMBL1992125	P16234	12
CHEMBL1992125	P17612	12.1
CHEMBL1992125	P17948	11.6
CHEMBL1992125	P34947	12.1
CHEMBL1992125	P35968	12.2
CHEMBL1992125	P36507	12.4
CHEMBL1992125	P36888	12.1
CHEMBL1992125	P45983	11.4
CHEMBL1992125	P48729	12
CHEMBL1992125	P49760	11.5
CHEMBL1992125	P49841	11.7
CHEMBL1992125	P50613	11.8
CHEMBL1992125	P51812	11.7
CHEMBL1992125	P51955	12.1
CHEMBL1992125	P52333	12.2
CHEMBL1992125	Q00535	11.7
CHEMBL1992125	Q02750	12
CHEMBL1992125	Q04759	12.1
CHEMBL1992125	Q04771	12
CHEMBL1992125	Q04912	11.7
CHEMBL1992125	Q05397	11.7
CHEMBL1992125	Q06187	11.4
CHEMBL1992125	Q07912	11.7
CHEMBL1992125	Q13131	12
CHEMBL1992125	Q13464	11.6
CHEMBL1992125	Q13627	11.8
CHEMBL1992125	Q16288	12.3
